TRIP_ID,prompt
10390,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 146 minutes, costing 245 CHF, with a headway of 20 minutes.
 - Train: travel time of 320 minutes, costing 213 CHF, with a headway of 60 minutes.
 - Car: travel time of 250 minutes, costing 234 CHF."
10391,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 138 minutes, costing 293 CHF, with a headway of 10 minutes.
 - Train: travel time of 270 minutes, costing 213 CHF, with a headway of 120 minutes.
 - Car: travel time of 250 minutes, costing 144 CHF."
10392,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 156 minutes, costing 374 CHF, with a headway of 10 minutes.
 - Train: travel time of 245 minutes, costing 284 CHF, with a headway of 120 minutes.
 - Car: travel time of 200 minutes, costing 180 CHF."
10393,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 156 minutes, costing 254 CHF, with a headway of 30 minutes.
 - Train: travel time of 245 minutes, costing 213 CHF, with a headway of 30 minutes.
 - Car: travel time of 250 minutes, costing 180 CHF."
10394,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 138 minutes, costing 281 CHF, with a headway of 10 minutes.
 - Train: travel time of 320 minutes, costing 237 CHF, with a headway of 60 minutes.
 - Car: travel time of 200 minutes, costing 180 CHF."
10395,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 43 minutes, costing 89 CHF, with a headway of 10 minutes.
 - Train: travel time of 106 minutes, costing 74 CHF, with a headway of 30 minutes.
 - Car: travel time of 60 minutes, costing 28 CHF."
10396,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 39 minutes, costing 116 CHF, with a headway of 10 minutes.
 - Train: travel time of 106 minutes, costing 74 CHF, with a headway of 120 minutes.
 - Car: travel time of 78 minutes, costing 45 CHF."
10397,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 36 minutes, costing 106 CHF, with a headway of 20 minutes.
 - Train: travel time of 106 minutes, costing 67 CHF, with a headway of 30 minutes.
 - Car: travel time of 78 minutes, costing 35 CHF."
10398,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 36 minutes, costing 106 CHF, with a headway of 30 minutes.
 - Train: travel time of 85 minutes, costing 67 CHF, with a headway of 60 minutes.
 - Car: travel time of 48 minutes, costing 45 CHF."
10399,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 36 minutes, costing 97 CHF, with a headway of 30 minutes.
 - Train: travel time of 92 minutes, costing 74 CHF, with a headway of 30 minutes.
 - Car: travel time of 78 minutes, costing 28 CHF."
10400,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 39 minutes, costing 82 CHF, with a headway of 10 minutes.
 - Train: travel time of 92 minutes, costing 67 CHF, with a headway of 30 minutes.
 - Car: travel time of 48 minutes, costing 35 CHF."
10401,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 36 minutes, costing 106 CHF, with a headway of 20 minutes.
 - Train: travel time of 92 minutes, costing 89 CHF, with a headway of 60 minutes.
 - Car: travel time of 48 minutes, costing 28 CHF."
10402,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 39 minutes, costing 111 CHF, with a headway of 30 minutes.
 - Train: travel time of 106 minutes, costing 89 CHF, with a headway of 30 minutes.
 - Car: travel time of 48 minutes, costing 45 CHF."
10403,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 39 minutes, costing 116 CHF, with a headway of 30 minutes.
 - Train: travel time of 92 minutes, costing 74 CHF, with a headway of 60 minutes.
 - Car: travel time of 60 minutes, costing 35 CHF."
10404,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 120 minutes, costing 245 CHF, with a headway of 10 minutes.
 - Train: travel time of 283 minutes, costing 218 CHF, with a headway of 30 minutes.
 - Car: travel time of 230 minutes, costing 104 CHF."
10405,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 110 minutes, costing 301 CHF, with a headway of 10 minutes.
 - Train: travel time of 283 minutes, costing 218 CHF, with a headway of 120 minutes.
 - Car: travel time of 299 minutes, costing 169 CHF."
10406,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 281 CHF, with a headway of 20 minutes.
 - Train: travel time of 283 minutes, costing 196 CHF, with a headway of 30 minutes.
 - Car: travel time of 299 minutes, costing 130 CHF."
10407,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 281 CHF, with a headway of 30 minutes.
 - Train: travel time of 217 minutes, costing 196 CHF, with a headway of 60 minutes.
 - Car: travel time of 184 minutes, costing 169 CHF."
10408,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 266 CHF, with a headway of 30 minutes.
 - Train: travel time of 239 minutes, costing 218 CHF, with a headway of 30 minutes.
 - Car: travel time of 299 minutes, costing 104 CHF."
10409,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 110 minutes, costing 225 CHF, with a headway of 10 minutes.
 - Train: travel time of 239 minutes, costing 196 CHF, with a headway of 30 minutes.
 - Car: travel time of 184 minutes, costing 130 CHF."
10410,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 281 CHF, with a headway of 20 minutes.
 - Train: travel time of 239 minutes, costing 262 CHF, with a headway of 60 minutes.
 - Car: travel time of 184 minutes, costing 104 CHF."
10411,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 110 minutes, costing 301 CHF, with a headway of 30 minutes.
 - Train: travel time of 283 minutes, costing 262 CHF, with a headway of 30 minutes.
 - Car: travel time of 184 minutes, costing 169 CHF."
10412,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 110 minutes, costing 301 CHF, with a headway of 30 minutes.
 - Train: travel time of 239 minutes, costing 218 CHF, with a headway of 60 minutes.
 - Car: travel time of 230 minutes, costing 130 CHF."
10413,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 130 CHF, with a headway of 20 minutes.
 - Train: travel time of 108 minutes, costing 109 CHF, with a headway of 120 minutes.
 - Car: travel time of 91 minutes, costing 45 CHF."
10414,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 82 minutes, costing 121 CHF, with a headway of 10 minutes.
 - Train: travel time of 101 minutes, costing 109 CHF, with a headway of 30 minutes.
 - Car: travel time of 91 minutes, costing 58 CHF."
10415,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 86 minutes, costing 142 CHF, with a headway of 30 minutes.
 - Train: travel time of 122 minutes, costing 109 CHF, with a headway of 60 minutes.
 - Car: travel time of 91 minutes, costing 36 CHF."
10416,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 121 CHF, with a headway of 20 minutes.
 - Train: travel time of 101 minutes, costing 91 CHF, with a headway of 30 minutes.
 - Car: travel time of 56 minutes, costing 36 CHF."
10417,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 91 CHF, with a headway of 20 minutes.
 - Train: travel time of 122 minutes, costing 82 CHF, with a headway of 60 minutes.
 - Car: travel time of 70 minutes, costing 58 CHF."
10418,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 82 minutes, costing 111 CHF, with a headway of 10 minutes.
 - Train: travel time of 108 minutes, costing 82 CHF, with a headway of 120 minutes.
 - Car: travel time of 70 minutes, costing 36 CHF."
10419,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 86 minutes, costing 142 CHF, with a headway of 10 minutes.
 - Train: travel time of 101 minutes, costing 109 CHF, with a headway of 120 minutes.
 - Car: travel time of 56 minutes, costing 45 CHF."
10420,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 86 minutes, costing 97 CHF, with a headway of 30 minutes.
 - Train: travel time of 101 minutes, costing 82 CHF, with a headway of 30 minutes.
 - Car: travel time of 70 minutes, costing 45 CHF."
10421,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 82 minutes, costing 108 CHF, with a headway of 10 minutes.
 - Train: travel time of 122 minutes, costing 91 CHF, with a headway of 60 minutes.
 - Car: travel time of 56 minutes, costing 45 CHF."
10422,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 64 minutes, costing 189 CHF, with a headway of 30 minutes.
 - Train: travel time of 172 minutes, costing 184 CHF, with a headway of 120 minutes.
 - Car: travel time of 130 minutes, costing 85 CHF."
10423,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 155 CHF, with a headway of 30 minutes.
 - Train: travel time of 131 minutes, costing 138 CHF, with a headway of 120 minutes.
 - Car: travel time of 169 minutes, costing 68 CHF."
10424,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 75 minutes, costing 162 CHF, with a headway of 20 minutes.
 - Train: travel time of 172 minutes, costing 138 CHF, with a headway of 120 minutes.
 - Car: travel time of 104 minutes, costing 68 CHF."
10425,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 75 minutes, costing 162 CHF, with a headway of 10 minutes.
 - Train: travel time of 145 minutes, costing 138 CHF, with a headway of 60 minutes.
 - Car: travel time of 169 minutes, costing 110 CHF."
10426,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 75 minutes, costing 167 CHF, with a headway of 30 minutes.
 - Train: travel time of 145 minutes, costing 153 CHF, with a headway of 120 minutes.
 - Car: travel time of 104 minutes, costing 110 CHF."
10427,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 75 minutes, costing 167 CHF, with a headway of 20 minutes.
 - Train: travel time of 131 minutes, costing 153 CHF, with a headway of 60 minutes.
 - Car: travel time of 169 minutes, costing 85 CHF."
10428,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 198 CHF, with a headway of 10 minutes.
 - Train: travel time of 131 minutes, costing 184 CHF, with a headway of 60 minutes.
 - Car: travel time of 130 minutes, costing 68 CHF."
10429,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 64 minutes, costing 176 CHF, with a headway of 20 minutes.
 - Train: travel time of 131 minutes, costing 153 CHF, with a headway of 120 minutes.
 - Car: travel time of 130 minutes, costing 110 CHF."
10430,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Geneva.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 75 minutes, costing 225 CHF, with a headway of 20 minutes.
 - Train: travel time of 145 minutes, costing 184 CHF, with a headway of 30 minutes.
 - Car: travel time of 130 minutes, costing 110 CHF."
10431,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 106 minutes, costing 155 CHF, with a headway of 10 minutes.
 - Train: travel time of 186 minutes, costing 147 CHF, with a headway of 30 minutes.
 - Car: travel time of 160 minutes, costing 104 CHF."
10432,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 176 CHF, with a headway of 10 minutes.
 - Train: travel time of 186 minutes, costing 147 CHF, with a headway of 120 minutes.
 - Car: travel time of 208 minutes, costing 169 CHF."
10433,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 167 CHF, with a headway of 20 minutes.
 - Train: travel time of 186 minutes, costing 132 CHF, with a headway of 30 minutes.
 - Car: travel time of 208 minutes, costing 130 CHF."
10434,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 167 CHF, with a headway of 30 minutes.
 - Train: travel time of 142 minutes, costing 132 CHF, with a headway of 60 minutes.
 - Car: travel time of 128 minutes, costing 169 CHF."
10435,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 162 CHF, with a headway of 30 minutes.
 - Train: travel time of 157 minutes, costing 147 CHF, with a headway of 30 minutes.
 - Car: travel time of 208 minutes, costing 104 CHF."
10436,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 147 CHF, with a headway of 10 minutes.
 - Train: travel time of 157 minutes, costing 132 CHF, with a headway of 30 minutes.
 - Car: travel time of 128 minutes, costing 130 CHF."
10437,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 176 CHF, with a headway of 20 minutes.
 - Train: travel time of 157 minutes, costing 176 CHF, with a headway of 60 minutes.
 - Car: travel time of 128 minutes, costing 104 CHF."
10438,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 181 CHF, with a headway of 30 minutes.
 - Train: travel time of 186 minutes, costing 176 CHF, with a headway of 30 minutes.
 - Car: travel time of 128 minutes, costing 169 CHF."
10439,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Basel-Stadt.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 176 CHF, with a headway of 30 minutes.
 - Train: travel time of 157 minutes, costing 147 CHF, with a headway of 60 minutes.
 - Car: travel time of 160 minutes, costing 130 CHF."
10440,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 218 CHF, with a headway of 20 minutes.
 - Train: travel time of 165 minutes, costing 203 CHF, with a headway of 120 minutes.
 - Car: travel time of 182 minutes, costing 105 CHF."
10441,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 210 CHF, with a headway of 10 minutes.
 - Train: travel time of 148 minutes, costing 203 CHF, with a headway of 30 minutes.
 - Car: travel time of 182 minutes, costing 136 CHF."
10442,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 126 minutes, costing 245 CHF, with a headway of 30 minutes.
 - Train: travel time of 198 minutes, costing 203 CHF, with a headway of 60 minutes.
 - Car: travel time of 182 minutes, costing 84 CHF."
10443,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 218 CHF, with a headway of 20 minutes.
 - Train: travel time of 148 minutes, costing 169 CHF, with a headway of 30 minutes.
 - Car: travel time of 112 minutes, costing 84 CHF."
10444,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 122 minutes, costing 176 CHF, with a headway of 20 minutes.
 - Train: travel time of 198 minutes, costing 152 CHF, with a headway of 60 minutes.
 - Car: travel time of 140 minutes, costing 136 CHF."
10445,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 198 CHF, with a headway of 10 minutes.
 - Train: travel time of 165 minutes, costing 152 CHF, with a headway of 120 minutes.
 - Car: travel time of 140 minutes, costing 84 CHF."
10446,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 126 minutes, costing 245 CHF, with a headway of 10 minutes.
 - Train: travel time of 148 minutes, costing 203 CHF, with a headway of 120 minutes.
 - Car: travel time of 112 minutes, costing 105 CHF."
10447,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 126 minutes, costing 181 CHF, with a headway of 30 minutes.
 - Train: travel time of 148 minutes, costing 152 CHF, with a headway of 30 minutes.
 - Car: travel time of 140 minutes, costing 105 CHF."
10448,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: St. Gallen.
Destination: Fribourg.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 194 CHF, with a headway of 10 minutes.
 - Train: travel time of 198 minutes, costing 169 CHF, with a headway of 60 minutes.
 - Car: travel time of 112 minutes, costing 105 CHF."
10449,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 106 minutes, costing 162 CHF, with a headway of 10 minutes.
 - Train: travel time of 186 minutes, costing 153 CHF, with a headway of 30 minutes.
 - Car: travel time of 170 minutes, costing 76 CHF."
10450,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 181 CHF, with a headway of 10 minutes.
 - Train: travel time of 186 minutes, costing 153 CHF, with a headway of 120 minutes.
 - Car: travel time of 221 minutes, costing 123 CHF."
10451,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 167 CHF, with a headway of 20 minutes.
 - Train: travel time of 186 minutes, costing 138 CHF, with a headway of 30 minutes.
 - Car: travel time of 221 minutes, costing 95 CHF."
10452,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 167 CHF, with a headway of 30 minutes.
 - Train: travel time of 142 minutes, costing 138 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 123 CHF."
10453,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 167 CHF, with a headway of 30 minutes.
 - Train: travel time of 157 minutes, costing 153 CHF, with a headway of 30 minutes.
 - Car: travel time of 221 minutes, costing 76 CHF."
10454,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 153 CHF, with a headway of 10 minutes.
 - Train: travel time of 157 minutes, costing 138 CHF, with a headway of 30 minutes.
 - Car: travel time of 136 minutes, costing 95 CHF."
10455,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 99 minutes, costing 181 CHF, with a headway of 20 minutes.
 - Train: travel time of 157 minutes, costing 184 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 76 CHF."
10456,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 184 CHF, with a headway of 30 minutes.
 - Train: travel time of 186 minutes, costing 184 CHF, with a headway of 30 minutes.
 - Car: travel time of 136 minutes, costing 123 CHF."
10457,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Vaud.
Destination: Basel-Stadt.
Available Transportation Options:
 - Swissmetro: travel time of 102 minutes, costing 181 CHF, with a headway of 30 minutes.
 - Train: travel time of 157 minutes, costing 153 CHF, with a headway of 60 minutes.
 - Car: travel time of 170 minutes, costing 95 CHF."
10458,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 180 minutes, costing 225 CHF, with a headway of 30 minutes.
 - Train: travel time of 250 minutes, costing 217 CHF, with a headway of 120 minutes.
 - Car: travel time of 170 minutes, costing 85 CHF."
10459,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 183 minutes, costing 181 CHF, with a headway of 30 minutes.
 - Train: travel time of 208 minutes, costing 163 CHF, with a headway of 120 minutes.
 - Car: travel time of 221 minutes, costing 68 CHF."
10460,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 187 minutes, costing 184 CHF, with a headway of 20 minutes.
 - Train: travel time of 250 minutes, costing 163 CHF, with a headway of 120 minutes.
 - Car: travel time of 136 minutes, costing 68 CHF."
10461,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 187 minutes, costing 184 CHF, with a headway of 10 minutes.
 - Train: travel time of 222 minutes, costing 163 CHF, with a headway of 60 minutes.
 - Car: travel time of 221 minutes, costing 110 CHF."
10462,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 187 minutes, costing 194 CHF, with a headway of 30 minutes.
 - Train: travel time of 222 minutes, costing 181 CHF, with a headway of 120 minutes.
 - Car: travel time of 136 minutes, costing 110 CHF."
10463,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 187 minutes, costing 194 CHF, with a headway of 20 minutes.
 - Train: travel time of 208 minutes, costing 181 CHF, with a headway of 60 minutes.
 - Car: travel time of 221 minutes, costing 85 CHF."
10464,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 183 minutes, costing 225 CHF, with a headway of 10 minutes.
 - Train: travel time of 208 minutes, costing 217 CHF, with a headway of 60 minutes.
 - Car: travel time of 170 minutes, costing 68 CHF."
10465,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 180 minutes, costing 198 CHF, with a headway of 20 minutes.
 - Train: travel time of 208 minutes, costing 181 CHF, with a headway of 120 minutes.
 - Car: travel time of 170 minutes, costing 110 CHF."
10466,"Trip Purpose: leisure.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 187 minutes, costing 254 CHF, with a headway of 20 minutes.
 - Train: travel time of 222 minutes, costing 217 CHF, with a headway of 30 minutes.
 - Car: travel time of 170 minutes, costing 110 CHF."
